time,frequency,confidence
2.410,43.219,0.911392
2.420,43.193,0.901661
2.430,43.139,0.890418
2.440,42.971,0.865481
2.450,42.856,0.804157
2.460,43.301,0.899550
2.470,43.239,0.885382
2.480,43.644,0.953270
2.490,43.431,0.875043
2.500,43.679,0.871446
2.510,43.475,0.359990
2.520,43.180,0.717891
2.530,43.329,0.560196
2.540,43.442,0.081722
2.550,44.299,0.388005
2.560,44.096,0.123256
2.570,44.010,0.785358
2.580,43.375,0.787124
2.590,43.647,0.924341
2.600,43.536,0.925641
2.610,43.358,0.911776
2.620,43.343,0.920191
2.630,43.262,0.890914
2.640,43.126,0.890571
2.650,43.252,0.884839
2.660,43.267,0.911563
2.670,43.423,0.922064
2.680,43.531,0.882314
2.690,43.983,0.752262
2.700,43.798,0.126610
2.710,1933.500,0.009378
2.720,49.564,0.005811
2.730,659.819,0.035864
2.740,43.314,0.556635
2.750,43.282,0.728059
2.760,43.309,0.626653
2.770,43.369,0.423058
2.780,1032.203,0.014673
2.790,181.008,0.008139
2.800,32.347,0.006909
2.810,45.453,0.012721
2.820,41.819,0.128370
2.830,44.165,0.416979
2.840,42.985,0.465221
2.850,43.581,0.778252
2.860,43.340,0.794570
2.870,43.562,0.904081
2.880,43.308,0.868659
2.890,43.218,0.838653
2.900,43.221,0.866339
2.910,42.972,0.809455
2.920,43.080,0.857088
2.930,43.040,0.838699
2.940,43.054,0.859499
2.950,43.084,0.830732
2.960,43.159,0.867613
2.970,43.240,0.831832
2.980,43.005,0.794121
2.990,43.212,0.844344
3.000,42.930,0.805895
3.010,43.208,0.893558
3.020,43.033,0.861386
3.030,43.106,0.912742
3.040,43.163,0.916149
3.050,43.069,0.884023
3.060,43.175,0.896811
3.070,43.013,0.885525
3.080,43.185,0.925969
3.090,43.127,0.888780
3.100,43.123,0.904184
3.110,43.336,0.889485
3.120,42.985,0.821547
3.130,42.990,0.870183
3.140,42.851,0.777142
3.150,43.124,0.885997
3.160,43.057,0.857133
3.170,43.104,0.897640
3.180,43.025,0.879933
3.190,43.250,0.872821
3.200,42.828,0.792589
3.210,43.116,0.805833
3.220,42.433,0.716593
3.230,42.550,0.595744
3.240,42.342,0.667087
3.250,42.283,0.783126
3.260,42.458,0.796254
3.270,42.961,0.844680
3.280,43.220,0.929568
3.290,43.245,0.901257
3.300,43.365,0.893082
3.310,43.416,0.887208
3.320,43.361,0.843099
3.330,43.200,0.818702
3.340,43.160,0.868745
3.350,43.182,0.856523
3.360,43.001,0.847874
3.370,42.821,0.820816
3.380,42.602,0.803840
3.390,42.173,0.597838
3.400,42.323,0.416223
3.410,42.703,0.522952
3.420,43.204,0.773943
3.430,42.275,0.719001
3.440,41.845,0.358153
3.450,41.701,0.613805
3.460,42.029,0.354478
3.470,43.377,0.154019
3.480,43.302,0.086611
3.490,979.183,0.005220
3.500,54.325,0.029503
3.510,134.903,0.010629
3.520,43.181,0.798159
3.530,43.307,0.699470
3.540,43.211,0.772877
3.550,43.147,0.781782
3.560,43.121,0.798898
3.570,43.122,0.794008
3.580,43.113,0.819966
3.590,43.091,0.364603
3.600,36.878,0.370537
3.610,130.614,0.018914
3.620,43.137,0.057278
3.630,128.602,0.034498
3.640,41.683,0.181253
3.650,41.047,0.049871
3.660,41.050,0.085041
3.670,167.486,0.050349
3.680,125.430,0.182345
3.690,125.103,0.080016
3.700,136.440,0.153457
3.710,41.658,0.188910
3.720,120.310,0.060464
3.730,41.103,0.435355
3.740,41.969,0.399441
3.750,42.602,0.356980
3.760,42.538,0.686488
3.770,43.066,0.842906
3.780,42.841,0.877942
3.790,43.003,0.882370
3.800,42.970,0.871002
3.810,43.110,0.907577
3.820,43.068,0.876426
3.830,43.050,0.858676
3.840,42.755,0.728831
3.850,43.498,0.815878
3.860,43.231,0.674161
3.870,43.732,0.720831
3.880,43.493,0.552699
3.890,43.733,0.641057
3.900,44.023,0.354960
3.910,43.979,0.148081
3.920,44.867,0.305512
3.930,118.709,0.081307
3.940,45.797,0.061155
3.950,119.810,0.068258
3.960,990.570,0.012808
3.970,638.023,0.058230
3.980,647.439,0.147963
3.990,645.086,0.078693
4.000,406.470,0.007032
4.010,138.773,0.010464
4.020,45.380,0.015495
4.030,45.225,0.232100
4.040,44.750,0.170651
4.050,43.524,0.356651
4.060,44.498,0.435325
4.070,43.611,0.129849
4.080,44.063,0.530156
4.090,43.237,0.211924
4.100,43.920,0.243070
4.110,44.146,0.094040
4.120,44.830,0.125922
4.130,44.710,0.137764
4.140,136.914,0.089324
4.150,43.622,0.062104
4.160,126.083,0.097472
4.170,138.362,0.011412
4.180,43.152,0.012206
4.190,43.113,0.121069
4.200,42.965,0.748234
4.210,43.134,0.285313
4.220,43.101,0.088746
4.230,43.537,0.035317
4.240,42.657,0.242122
4.250,42.160,0.606999
4.260,43.007,0.796935
4.270,42.801,0.770238
4.280,43.017,0.826338
4.290,43.138,0.893283
4.300,42.923,0.832794
4.310,42.984,0.842801
4.320,43.448,0.710173
4.330,43.329,0.629380
4.340,43.285,0.202455
4.350,128.644,0.034790
4.360,1463.574,0.024229
4.370,105.915,0.044422
4.380,659.399,0.038076
4.390,43.175,0.683761
4.400,43.217,0.752135
4.410,43.290,0.694479
4.420,43.284,0.653310
4.430,43.255,0.510997
4.440,32.672,0.071297
4.450,32.683,0.049674
4.460,177.518,0.030998
4.470,129.377,0.023916
4.480,42.291,0.079165
4.490,43.914,0.255829
4.500,41.936,0.223173
4.510,44.957,0.110908
4.520,43.820,0.172700
4.530,43.434,0.331166
4.540,42.956,0.775142
4.550,42.984,0.853774
4.560,43.209,0.893912
4.570,43.078,0.874160
4.580,43.090,0.880462
4.590,43.075,0.872344
4.600,43.013,0.877891
4.610,42.938,0.842134
4.620,43.022,0.862386
4.630,42.954,0.828817
4.640,42.865,0.785824
4.650,42.879,0.796001
4.660,42.745,0.815284
4.670,42.770,0.807265
4.680,42.520,0.811219
4.690,42.402,0.835315
4.700,42.563,0.806763
4.710,42.627,0.815375
4.720,42.875,0.848107
4.730,42.924,0.814491
4.740,43.088,0.862805
4.750,43.155,0.847262
4.760,43.274,0.885612
4.770,43.318,0.857306
4.780,43.662,0.915282
4.790,43.512,0.684595
4.800,43.510,0.834379
4.810,43.142,0.754344
4.820,43.080,0.845833
4.830,42.904,0.770230
4.840,42.916,0.788269
4.850,42.907,0.736521
4.860,42.810,0.793311
4.870,42.568,0.710170
4.880,42.672,0.783700
4.890,42.597,0.846435
4.900,42.713,0.861501
4.910,42.883,0.811664
4.920,42.815,0.824773
4.930,42.932,0.835063
4.940,42.916,0.842878
4.950,43.153,0.893014
4.960,42.806,0.851104
4.970,42.686,0.819502
4.980,42.658,0.650105
4.990,41.972,0.628992
5.000,43.339,0.300964
5.010,42.380,0.516569
5.020,42.993,0.752046
5.030,42.872,0.803804
5.040,43.087,0.887346
5.050,42.780,0.855587
5.060,42.850,0.806456
5.070,42.466,0.737969
5.080,42.877,0.573256
5.090,42.816,0.521099
5.100,43.170,0.681585
5.110,42.959,0.790523
5.120,42.776,0.833417
5.130,42.905,0.864594
5.140,43.011,0.796040
5.150,42.710,0.784962
5.160,42.320,0.689103
5.170,42.237,0.680536
5.180,42.475,0.505160
5.190,42.455,0.532605
5.200,43.203,0.294037
5.210,989.666,0.004764
5.220,54.460,0.066404
5.230,660.947,0.020635
5.240,43.253,0.790364
5.250,42.748,0.711688
5.260,191.299,0.070025
5.270,32.159,0.042177
5.280,128.030,0.041399
5.290,41.568,0.165372
5.300,42.242,0.209603
5.310,42.554,0.825504
5.320,42.569,0.877728
5.330,42.699,0.882476
5.340,43.112,0.893987
5.350,43.283,0.919738
5.360,43.316,0.930734
5.370,43.290,0.910938
5.380,43.429,0.931181
5.390,43.441,0.905704
5.400,43.335,0.926658
5.410,43.294,0.924373
5.420,43.135,0.888570
5.430,42.975,0.827642
5.440,43.332,0.855087
5.450,43.523,0.430863
5.460,206.232,0.025489
5.470,207.878,0.122771
5.480,880.723,0.043772
5.490,1023.804,0.045412
5.500,175.317,0.060216
5.510,970.668,0.035550
5.520,43.088,0.029991
5.530,42.951,0.055844
5.540,43.325,0.744968
5.550,43.392,0.796740
5.560,43.302,0.825839
5.570,43.266,0.808422
5.580,43.209,0.774916
5.590,43.172,0.776572
5.600,43.130,0.602094
5.610,43.165,0.125036
5.620,43.212,0.089741
5.630,32.763,0.155833
5.640,32.494,0.025876
5.650,32.616,0.020243
5.660,38.927,0.051938
5.670,43.016,0.233012
5.680,42.807,0.276091
5.690,42.988,0.592610
5.700,42.966,0.460853
5.710,42.551,0.743631
5.720,43.237,0.382864
5.730,42.923,0.504805
5.740,43.314,0.668877
5.750,42.514,0.723521
5.760,42.656,0.515765
5.770,345.881,0.078715
5.780,339.607,0.045610
5.790,301.904,0.142205
5.800,262.677,0.052068
5.810,43.333,0.047780
5.820,43.127,0.221903
5.830,42.919,0.401536
5.840,42.826,0.483028
5.850,42.841,0.624289
5.860,43.004,0.657663
5.870,42.957,0.684187
5.880,43.266,0.209169
5.890,43.580,0.096483
5.900,43.690,0.329816
5.910,43.440,0.445818
5.920,43.143,0.441729
5.930,43.216,0.814016
5.940,43.125,0.853644
5.950,43.123,0.815298
5.960,42.976,0.785424
5.970,42.998,0.750822
5.980,42.907,0.606739
5.990,42.819,0.721743
6.000,43.032,0.661516
6.010,43.041,0.811000
6.020,43.056,0.818011
6.030,42.822,0.858282
