time,frequency,confidence
4.300,164.557,0.361653
4.310,159.011,0.418191
4.320,157.341,0.463782
4.330,157.302,0.218918
4.340,1440.465,0.091214
4.350,1457.341,0.045257
4.360,83.347,0.110823
4.370,274.857,0.683177
4.380,280.110,0.574774
4.390,285.218,0.169028
4.400,216.757,0.345471
4.410,161.906,0.163665
4.420,212.004,0.134502
4.430,211.743,0.147074
4.440,393.971,0.147864
4.450,33.131,0.026663
4.460,397.962,0.217630
4.470,291.277,0.523566
4.480,288.987,0.878125
4.490,286.716,0.914983
4.500,284.600,0.908787
4.510,280.625,0.694861
4.520,276.858,0.478439
4.530,165.156,0.072038
4.540,276.142,0.129623
4.550,281.515,0.182969
4.560,290.001,0.255800
4.570,1764.613,0.079459
4.580,1748.192,0.224445
4.590,859.209,0.147746
4.600,184.152,0.175180
4.610,187.111,0.226194
4.620,191.983,0.150068
4.630,194.113,0.112828
4.640,447.288,0.128735
4.650,454.043,0.429564
4.660,456.549,0.608171
4.670,456.569,0.545951
4.680,453.753,0.226068
4.690,416.099,0.339036
4.700,400.070,0.412376
4.710,386.539,0.375506
4.720,356.324,0.451523
4.730,345.987,0.581482
4.740,333.089,0.748472
4.750,328.333,0.855400
4.760,326.051,0.877450
4.770,324.448,0.900652
4.780,323.469,0.907290
4.790,321.071,0.832125
4.800,316.939,0.812391
4.810,313.449,0.778426
4.820,305.152,0.735984
4.830,297.841,0.679701
4.840,280.219,0.429424
4.850,272.315,0.498692
4.860,267.315,0.313069
4.870,318.956,0.219934
4.880,321.492,0.606998
4.890,321.200,0.721310
4.900,317.331,0.792793
4.910,313.596,0.693887
4.920,306.686,0.496126
4.930,303.207,0.476642
4.940,321.760,0.194304
4.950,323.873,0.281388
4.960,329.045,0.289728
4.970,328.854,0.454407
4.980,331.183,0.306799
4.990,344.228,0.181019
5.000,344.183,0.270969
5.010,342.759,0.363106
5.020,350.120,0.595351
5.030,355.232,0.582143
5.040,355.896,0.682556
5.050,359.810,0.801749
5.060,364.620,0.851209
5.070,369.578,0.846213
5.080,376.619,0.846074
5.090,380.929,0.933041
5.100,380.616,0.896795
5.110,377.698,0.751817
5.120,370.179,0.869633
5.130,369.493,0.763571
5.140,371.758,0.629036
5.150,375.711,0.587965
5.160,378.667,0.404413
5.170,349.876,0.577230
5.180,343.745,0.835244
5.190,341.930,0.932325
5.200,346.191,0.923399
5.210,353.948,0.880654
5.220,363.452,0.896523
5.230,374.263,0.898530
5.240,380.673,0.960269
5.250,386.204,0.891750
5.260,395.653,0.907112
5.270,402.001,0.935346
5.280,406.862,0.939231
5.290,410.448,0.927210
5.300,415.479,0.920826
5.310,422.252,0.918877
5.320,430.231,0.886658
5.330,442.516,0.918176
5.340,451.929,0.889184
5.350,463.551,0.885394
5.360,471.378,0.912201
5.370,477.390,0.897022
5.380,484.999,0.890108
5.390,491.217,0.939313
5.400,495.385,0.967897
5.410,498.274,0.939254
5.420,500.288,0.937014
5.430,502.511,0.934518
5.440,505.295,0.938520
5.450,509.018,0.937304
5.460,512.012,0.938348
5.470,517.317,0.887207
5.480,524.645,0.912309
5.490,530.533,0.902587
5.500,536.592,0.907978
5.510,541.809,0.888582
5.520,546.591,0.861383
5.530,550.516,0.905078
