time,frequency,confidence
3.990,32.330,0.094063
4.000,32.497,0.263165
4.010,162.994,0.097182
4.020,222.669,0.196154
4.030,172.897,0.241524
4.040,172.702,0.160357
4.050,168.737,0.116064
4.060,173.089,0.088630
4.070,166.713,0.272407
4.080,33.333,0.294201
4.090,32.990,0.290397
4.100,43.946,0.176174
4.110,33.280,0.062888
4.120,33.529,0.383428
4.130,33.897,0.121994
4.140,399.353,0.261178
4.150,395.155,0.207915
4.160,395.612,0.167546
4.170,34.727,0.092626
4.180,154.763,0.077635
4.190,43.245,0.079446
4.200,215.841,0.087795
4.210,221.059,0.441871
4.220,221.354,0.731135
4.230,220.715,0.702638
4.240,218.710,0.150478
4.250,346.660,0.258089
4.260,177.435,0.294873
4.270,177.512,0.146335
4.280,181.112,0.259075
4.290,178.212,0.347190
4.300,184.682,0.312011
4.310,185.552,0.168352
4.320,188.104,0.162040
4.330,46.417,0.285919
4.340,46.643,0.589786
4.350,95.965,0.143573
4.360,197.805,0.190110
4.370,197.598,0.159955
4.380,49.256,0.182932
4.390,52.119,0.048038
4.400,53.940,0.566342
4.410,53.883,0.836426
4.420,54.550,0.843810
4.430,55.155,0.872647
4.440,56.843,0.752332
4.450,57.915,0.803883
4.460,59.063,0.677082
4.470,61.009,0.704663
4.480,61.383,0.834335
4.490,61.620,0.873524
4.500,61.758,0.910399
4.510,61.806,0.917676
4.520,61.765,0.934087
4.530,61.666,0.923111
4.540,61.668,0.914959
4.550,61.825,0.940398
4.560,61.820,0.931778
4.570,61.819,0.935724
4.580,61.850,0.934347
4.590,61.912,0.919659
4.600,62.169,0.894476
4.610,62.682,0.777008
4.620,62.171,0.095579
4.630,60.490,0.030105
4.640,105.753,0.045830
4.650,33.500,0.133103
4.660,32.721,0.384500
4.670,32.197,0.112396
4.680,48.904,0.716841
4.690,49.318,0.744995
4.700,49.325,0.861919
4.710,49.381,0.864209
4.720,49.355,0.806704
4.730,49.190,0.761307
4.740,98.643,0.676436
4.750,98.516,0.667702
4.760,49.426,0.609902
4.770,49.225,0.764660
4.780,49.555,0.444974
4.790,159.588,0.068008
4.800,35.197,0.256265
4.810,51.315,0.066023
4.820,98.551,0.273565
4.830,95.196,0.102853
4.840,45.566,0.110008
4.850,98.086,0.061150
4.860,49.389,0.474368
4.870,175.131,0.103349
4.880,115.771,0.187569
4.890,115.923,0.215125
4.900,115.430,0.143660
4.910,114.679,0.066496
4.920,96.048,0.118603
4.930,96.174,0.204472
4.940,159.709,0.418939
4.950,158.516,0.362673
4.960,158.287,0.217806
4.970,98.846,0.088993
4.980,99.594,0.092908
4.990,98.243,0.273707
5.000,98.127,0.261069
5.010,326.729,0.227107
5.020,329.427,0.335701
5.030,320.255,0.396460
5.040,318.828,0.695979
5.050,322.893,0.615926
5.060,325.571,0.293652
5.070,161.513,0.240980
5.080,159.422,0.222317
5.090,478.774,0.509109
5.100,478.445,0.766178
5.110,478.076,0.719815
5.120,478.675,0.672370
5.130,477.189,0.275510
5.140,43.429,0.109705
5.150,43.936,0.532942
5.160,43.899,0.158815
5.170,323.628,0.297488
5.180,167.668,0.368113
5.190,165.402,0.141200
5.200,113.839,0.113232
5.210,154.816,0.037553
5.220,34.867,0.079190
5.230,342.057,0.257759
5.240,342.275,0.216200
5.250,342.649,0.148157
5.260,160.158,0.278108
5.270,158.612,0.332841
5.280,157.581,0.103150
5.290,477.997,0.101276
5.300,484.607,0.120404
5.310,491.148,0.059508
5.320,45.038,0.230672
5.330,44.573,0.627464
5.340,44.742,0.633870
5.350,45.249,0.462352
5.360,45.835,0.755420
5.370,45.851,0.522788
5.380,46.241,0.485717
5.390,482.494,0.379319
5.400,482.427,0.332374
5.410,484.360,0.234689
5.420,486.034,0.092313
5.430,35.328,0.424104
5.440,241.585,0.481871
5.450,237.630,0.369176
5.460,237.220,0.353710
5.470,96.581,0.200258
5.480,46.605,0.285100
5.490,44.646,0.217682
5.500,44.090,0.363928
5.510,87.754,0.056014
5.520,272.158,0.293812
5.530,277.902,0.097075
5.540,273.089,0.042467
5.550,277.485,0.033539
5.560,276.001,0.105350
5.570,274.257,0.146529
5.580,309.611,0.042737
5.590,215.122,0.070713
5.600,154.667,0.015664
5.610,42.502,0.025768
5.620,45.664,0.031421
5.630,44.806,0.076389
5.640,116.291,0.027533
5.650,85.927,0.145391
5.660,83.650,0.020145
5.670,44.944,0.125262
5.680,45.465,0.435817
5.690,91.197,0.536875
5.700,91.592,0.769325
5.710,91.544,0.637960
5.720,91.633,0.681589
5.730,45.474,0.508249
5.740,91.146,0.599143
5.750,91.541,0.697235
5.760,92.085,0.595141
5.770,45.846,0.624017
5.780,45.820,0.712931
5.790,45.803,0.745667
5.800,45.977,0.764141
5.810,45.815,0.813142
5.820,45.989,0.722419
5.830,46.029,0.683106
5.840,46.105,0.572070
5.850,321.535,0.258495
5.860,160.726,0.299287
5.870,321.698,0.314123
5.880,45.923,0.663326
5.890,45.983,0.636964
5.900,46.177,0.915723
5.910,46.301,0.873925
5.920,46.470,0.896859
5.930,46.608,0.880701
5.940,46.288,0.714484
5.950,45.397,0.619584
5.960,44.573,0.399084
5.970,44.050,0.660065
5.980,44.606,0.276069
5.990,97.023,0.115032
